アカウントID,StudentID,Group,Account Name,Role,SatisfactionScore,Opinion
64211,60829,EDUCATION,GakuYokoyama,student,,
64210,62899,EDUCATION,shishido,student,,
64209,60825,EDUCATION,Shiitake,student,,
64208,60823,EDUCATION,LandLight,student,,
64207,60826,EDUCATION,Nakko1106,student,,
64206,60821,EDUCATION,Kuro_111999,student,,
64205,56341,OTHER,hidekazu_N,student,4,pythonは、非常に効率的であるが、どのようなメソッドやオブジェクトがあるのかを調べる力が必要であることを学んだ。
64204,60816,EDUCATION,Naonaonao,student,,
64203,60820,EDUCATION,maple115,student,5,本講座を通して学ぶことの概観が分かった。データサイエンスのことや、Pythonの使い方を学ぶことが出来た。
64201,60824,EDUCATION,Akita333,student,,
64200,60876,EDUCATION,ryo0602nusu,student,,
64199,60813,EDUCATION,HiroshiUchikawa,student,,
64198,60814,EDUCATION,joekitami,student,,
64197,60811,EDUCATION,gotou3dayo,student,,
64196,60812,EDUCATION,anpanlove,student,,
64195,60808,EDUCATION,minto8602,student,,
64194,60809,EDUCATION,junchance,student,5,データサイエンスの流れを理解できた。また、Pythonの基本演算について復習できた。
64193,60815,EDUCATION,MasatoshiW,student,,
64192,56340,OTHER,kojikaaaa,student,,
64191,61579,EDUCATION,Mickey1118,student,5,Pythonでの演算子のけいさんについて学びました。また、機械学習を利用したデータサイエンスの流れをしることができました。
64190,60805,EDUCATION,furuya56,student,4,データサイエンスを学ぶ上で必要な知識であるPython、機械学習、統計の基礎的な部分について学んだうえで、Pythonを用いて、回帰・分類の分析のやり方を学んだ。
64188,60798,EDUCATION,KKKKKKHHHJJ,student,,
64187,60806,EDUCATION,T-WaraWara,student,,
64186,60801,EDUCATION,hikaru_0613,student,,
64185,56339,OTHER,yatagarasu1585,student,,
64184,60796,EDUCATION,Vegabe61,student,,
64183,56338,OTHER,Furuichi0707,student,5,データサイエンスの考え方やpythonの基礎の部分を学んだ。特になぜデータサイエンスが必要なのかというところはあまり理解が及んでいなかったため、参考になった。
64182,60817,EDUCATION,JunseiOsawa,student,,
64178,60951,EDUCATION,roooooozeee,student,,
64177,60789,EDUCATION,Ryojelly1075,student,,
64176,60786,EDUCATION,TSUJITakayoshi,student,5,データベースから抽出された情報は単なる知識として収めるのではなく、そこにアイディアや思考を付けることで新たな知恵を創出することが大切であること。
64175,60783,EDUCATION,KosukeMori,student,,
64174,61933,EDUCATION,koki1212,student,,
64173,60788,EDUCATION,shunsuke11,student,,
64172,60785,EDUCATION,hiro4547,student,,
64171,60784,EDUCATION,Ota_Shoma,student,5,データ分析に関しては、統計の基礎程度しか既習でないため、データ分析のおおまかな流れを知れたのが学びである。pythonで行列の考え方を実際に見たのは初めてだった。
64170,60781,EDUCATION,KazuM824,student,,
64168,56360,SPONSOR,yoshiokas,student,,
64167,60776,EDUCATION,yztrk0114,student,,
64165,60775,EDUCATION,takkun140519,student,,
64162,60774,EDUCATION,iinachan,student,,
64161,60773,EDUCATION,minominomino,student,5,データサイエンスの概念から基本的な流れ、pythonを用いたデータの型や基本的な計算の仕方、平均値や分散を始めとした基本的な統計指標、更には教師あり・なし学習を中心とした機械学習の基礎的な部分に関して学びました。
64160,60772,EDUCATION,KikiMimi,student,5,データサイエンスの分析の流れは、「データの理解」「データの前処理」「モデル構築」「モデル評価」を行き来しながら進める。「データの理解」段階では、平均値のほかに中央値、分散、標準偏差、相関係数などを用いて、データの傾向を大まかに把握し、効果的なモデルを考える。これらは中高数学においてやってきたような手計算ではなく、Phytonなどのツールを利用するとより正確かつ速く処理できる。
64159,60769,EDUCATION,Sakuzo__,student,,
64158,56332,OTHER,AokiYutaro,student,,
64157,60766,EDUCATION,Alex_Tonozuka,student,,
64156,62206,EDUCATION,minmin88,student,3,データサイエンスがどういうものなのか具体的なイメージが持てました。また、Pythonでの代入の仕方、値の出力の仕方を学ぶことができました。
64155,60764,EDUCATION,Akari_20,student,,
64154,61805,EDUCATION,_ume_013,student,,
64151,56324,OTHER,oohinatakensuke,student,5,データサイエンスの概要から始まり、今後GCIで学ぶであろうphysonのイメージ、統計学のイメージ機及び械学習の大観について学ぶことができた。\n特に、個人的な関心から次元圧縮については非常に印象的であり、すぐにでも詳しい内容を調べようと思った。
64150,60763,EDUCATION,Tko57664,student,,
64149,60770,EDUCATION,yoshitomo44,student,5,第1回の講義では、データサイエンスの概要とその分析目的達成までの流れについてを学んだ。第2回の講義では、pythonの基本的な操作方法について学んだ。
64147,56323,OTHER,Takuzo04,student,4,統計学やデータについて学ぶことは初めてだったが、教養の必要性など、社会に出てから必要だと感じた事項は同じように講師も必要性を持たれているということで、親近感を得ることができた。
64145,60759,EDUCATION,soraito1024,student,,
64143,60760,EDUCATION,ownerkima,student,,
64142,60752,EDUCATION,UrataKeiichiro,student,,
64140,56318,OTHER,Ryotayama,student,,
64139,60753,EDUCATION,IsaacQUC,student,,
64138,60751,EDUCATION,Asaremika,student,4,GCIベーシックの講義の概要を把握した。この一連の講義ではデータサイエンスの流れに沿って考えられるようになることが目標である。
64137,60749,EDUCATION,DINGSHANBEN,student,,
64136,60754,EDUCATION,Mion0724,student,,
64134,61663,EDUCATION,Kazuaki-Harada,student,,
64133,60741,EDUCATION,SHAOjiahe,student,,
64132,60914,EDUCATION,t_hiroki,student,,
64130,60740,EDUCATION,SakemiHiyori,student,,
64128,60745,EDUCATION,Usagisan127,student,5,データサイエンスの流れとPythonについての基礎的な部分を理解することができた。データ型や変数の後ろにメソッドを付けることでさらに処理を追加できるということを学べた。
64127,60739,EDUCATION,Ayato165788,student,,
64124,60730,EDUCATION,Msmsht1108,student,,
64122,60733,EDUCATION,masatorob,student,,
64121,60736,EDUCATION,KawabeH2025,student,5,他のメンバーと協力しながら学習を進められる環境が整っており、ありがたいなと思いました。\n正直最後まで受講しきれるか自信はないのですが、頑張りたいと思います
64118,60746,EDUCATION,0622kudo,student,,
64117,60727,EDUCATION,ShotaMiyagawa,student,,
64113,56296,OTHER,norinoridar2001,student,5,資料については、理解しやすく、今後の講義について興味を湧く内容でありました。
64112,60748,EDUCATION,4836Donner,student,,
64109,61105,EDUCATION,KyoOGINO,student,,
64108,60738,EDUCATION,29256037CHENRui,student,,
64106,60723,EDUCATION,Shun_Tanaka,student,,
64105,60724,EDUCATION,bluehigh,student,,
64104,60721,EDUCATION,MasaoKIHARA,student,,
64102,60747,EDUCATION,kantaman,student,,
64098,61328,EDUCATION,shiosatou,student,5,pythonを利用することで、四則演算だけでなくデータの並び替えや取り出しを行えることを理解した。また、データサイエンスを行うためには、データの理解等の各段階を行き来しながらモデルの構築を進めることを初めて知った。
64097,60720,EDUCATION,monterina,student,,
64096,60719,EDUCATION,57369EtSp200,student,5,"pythonについて演算子とはどのように使うものなのか、また比較演算子とはどのようなもので入力によりどのような反応が返ってくるのか知ることが出来た。特に、TrueとFalse,また代入の使い方については重要なとこだと感じました"
64094,60717,EDUCATION,tangzewei99,student,,
64092,60714,EDUCATION,ibuki_nishiyama,student,4,データサイエンスの基礎と流れ、機械学習の仕組みを学んだ。\nまた、Pythonの基礎的な関数・メソッド、ライブラリを確認した。
64091,60708,EDUCATION,imachanchan,student,,
64090,60707,EDUCATION,yixuanzhen,student,5,松尾先生は、人工知能の発展の歴史と機械学習の関連手法を紹介し、AI技術が今日の社会にもたらす影響について解説されました。私はそこから、人工知能で使用される多くのアルゴリズムについて学び、人工知能が社会にもたらす大きな影響について理解を深めました。
64089,56267,OTHER,chaharakentaro,student,5,Pythonの基礎において、Pythonを用いてどのようなことがことができるのかについて概要を知ることができた。また、機械学習とは何かを知ることができたので、今後の講座受講のための基礎を固めることができた。
64088,60704,EDUCATION,Takuya_Uehara,student,5,今後学ぶことのガイダンス・データサイエンスの概要（データの理解?モデルの評価）・Pythonの基本文法および数学ライブラリの復習
64087,60703,EDUCATION,Magoshin,student,5,データサイエンスを行う上での処理の流れや必要な知識などについてざっくりと学ぶことができた。Pythonをこれから使っていく上で必要な最低限の知識を学ぶことができた。
64086,60701,EDUCATION,miitakamura,student,,
64084,60702,EDUCATION,TaigaTokumoto2,student,,
64081,56262,OTHER,mochimochitaro,student,,
64080,60691,EDUCATION,motty0717,student,,
64079,61649,EDUCATION,koki_ikeda,student,,
64078,60846,EDUCATION,Mickey-Hult,student,,
64077,60693,EDUCATION,transistor,student,,
64076,60694,EDUCATION,kurikinton,student,,
64075,60932,EDUCATION,kkkkazzo0,student,,
64072,60792,EDUCATION,RioHarada,student,5,データサイエンスとは，「大量のデータを分析して，新しい価値を生み出す学問分野や技術分野」であるということ。\nデータの流れは，「データの理解」，「データの前処理」，「モデル構築」，「モデル評価」の４つに分けられるということ。\nPythonのプラグラムの，基礎的な利用方法について。
64071,61250,EDUCATION,Eddie130,student,3,すでに理解していたことであったら、ウォーミングアップとして適切な内容だった
64070,60728,EDUCATION,Masato0819,student,4,今まで統計の用語等は知っていたが、それを具体的にどのような情報を得たいときに活用すべきかなどが学べた。また、Pythonの基礎的な部分について、今回の資料で思い出すことができた。
64069,60897,EDUCATION,fuko2250,student,,
64068,60705,EDUCATION,kkuri2021,student,,
